Name,JIF,Category,Keywords,Publisher
Experimental and Clinical Transplantation,0.7,TRANSPLANTATION|Q4|26/31,"['Experimental', 'Clinical', 'Transplantation', 'TRANSPLANTATION|Q4|26/31']",Elsevier
Gastroenterology Nursing,0.7,NURSING|Q4|161/191,"['Gastroenterology', 'Nursing', 'NURSING|Q4|161/191']",Elsevier
GESUNDHEITSWESEN,0.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|364/403","['GESUNDHEITSWESEN', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q4|364/403']",Thieme
International Journal of Unconventional Computing,0.7,"COMPUTER SCIENCE, THEORY & METHODS|Q3|104/143","['International', 'Journal', 'Unconventional', 'Computing', 'COMPUTER', 'SCIENCE', 'THEORY', 'METHODS|Q3|104/143']",Old City Publishing
Journal of Obstetrics and Gynecology of India,0.7,OBSTETRICS & GYNECOLOGY|Q4|111/136,"['Journal', 'Obstetrics', 'Gynecology', 'India', 'OBSTETRICS', 'GYNECOLOGY|Q4|111/136']",Medknow Publications
JOURNAL OF RUSSIAN LASER RESEARCH,0.7,OPTICS|Q4|107/119,"['JOURNAL', 'RUSSIAN', 'LASER', 'RESEARCH', 'OPTICS|Q4|107/119']",Springer
Legal Education Review,0.7,EDUCATION & EDUCATIONAL RESEARCH|Q3|520/756,"['Legal', 'Education', 'Review', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q3|520/756']",Legal Education Review Inc.
LITHOLOGY AND MINERAL RESOURCES,0.7,MINERALOGY|Q4|28/30,"['LITHOLOGY', 'MINERAL', 'RESOURCES', 'MINERALOGY|Q4|28/30']",Pleiades Publishing
New Space-The Journal of Space Entrepreneurship and Innovation,0.7,"ENGINEERING, AEROSPACE|Q4|40/52","['New', 'Space-The', 'Journal', 'Space', 'Entrepreneurship', 'Innovation', 'ENGINEERING', 'AEROSPACE|Q4|40/52']",Taylor & Francis
Ocean Systems Engineering-An International Journal,0.7,"ENGINEERING, OCEAN|Q4|16/18","['Ocean', 'Systems', 'Engineering-An', 'International', 'Journal', 'ENGINEERING', 'OCEAN|Q4|16/18']",Techno-Press
Petrophysics,0.7,GEOCHEMISTRY & GEOPHYSICS|Q4|85/101,"['Petrophysics', 'GEOCHEMISTRY', 'GEOPHYSICS|Q4|85/101']",Society Of Exploration Geophysicists
QUANTUM INFORMATION & COMPUTATION,0.7,QUANTUM SCIENCE & TECHNOLOGY|Q4|23/26,"['QUANTUM', 'INFORMATION', 'COMPUTATION', 'QUANTUM', 'SCIENCE', 'TECHNOLOGY|Q4|23/26']",Rinton Press
Raumforschung und Raumordnung-Spatial Research and Planning,0.7,GEOGRAPHY|Q3|111/171,"['Raumforschung', 'und', 'Raumordnung-Spatial', 'Research', 'Planning', 'GEOGRAPHY|Q3|111/171']",Osterreichische Gesellschaft Fur Raumforschung Und Raumplanung (Ogrr)
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,0.7,CRYSTALLOGRAPHY|Q3|23/33,"['ACTA', 'CRYSTALLOGRAPHICA', 'SECTION', 'C-STRUCTURAL', 'CHEMISTRY', 'CRYSTALLOGRAPHY|Q3|23/33']",International Union Of Crystallography
Asian Academy of Management Journal of Accounting and Finance,0.7,"BUSINESS, FINANCE|Q4|181/231","['Asian', 'Academy', 'Management', 'Journal', 'Accounting', 'Finance', 'BUSINESS', 'FINANCE|Q4|181/231']",Asian Academy Of Management
Behavioral Psychology-Psicologia Conductual,0.7,"PSYCHOLOGY, CLINICAL|Q4|152/180","['Behavioral', 'Psychology-Psicologia', 'Conductual', 'PSYCHOLOGY', 'CLINICAL|Q4|152/180']",Colegio Oficial De Psicologos De Madrid
Documents d Analisi Geografica,0.7,GEOGRAPHY|Q3|111/171,"['Documents', 'd', 'Analisi', 'Geografica', 'GEOGRAPHY|Q3|111/171']",Universitat Autonoma De Barcelona
Egyptian Journal of Radiology and Nuclear Medicine,0.7,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q4|177/204","['Egyptian', 'Journal', 'Radiology', 'Nuclear', 'Medicine', 'RADIOLOGY', 'NUCLEAR', 'MEDICINE', 'MEDICAL', 'IMAGING|Q4|177/204']",Springer
Emirates Journal of Food and Agriculture,0.7,FOOD SCIENCE & TECHNOLOGY|Q4|152/173,"['Emirates', 'Journal', 'Food', 'Agriculture', 'FOOD', 'SCIENCE', 'TECHNOLOGY|Q4|152/173']",United Arab Emirates University
Fukushima Journal of Medical Science,0.7,"MEDICINE, GENERAL & INTERNAL|Q3|207/325","['Fukushima', 'Journal', 'Medical', 'Science', 'MEDICINE', 'GENERAL', 'INTERNAL|Q3|207/325']",Fukushima Medical University
Journal of Central European Agriculture,0.7,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|Q3|59/80","['Journal', 'Central', 'European', 'Agriculture', 'AGRICULTURE', 'DAIRY', 'ANIMAL', 'SCIENCE|Q3|59/80']",Slovak University Of Agriculture In Nitra
Recreational Sports Journal,0.7,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q4|111/139","['Recreational', 'Sports', 'Journal', 'HOSPITALITY', 'LEISURE', 'SPORT', 'TOURISM|Q4|111/139']",Sagamore Publishing
SPECTROSCOPY AND SPECTRAL ANALYSIS,0.7,SPECTROSCOPY|Q4|40/44,"['SPECTROSCOPY', 'SPECTRAL', 'ANALYSIS', 'SPECTROSCOPY|Q4|40/44']",Springer
Vascular and Endovascular Surgery,0.7,SURGERY|Q4|229/290,"['Vascular', 'Endovascular', 'Surgery', 'SURGERY|Q4|229/290']",Sage Publications
ACTA OECONOMICA,0.7,ECONOMICS|Q3|446/597,"['ACTA', 'OECONOMICA', 'ECONOMICS|Q3|446/597']",Akademiai Kiado
Anthropology & Aging,0.7,GERONTOLOGY|Q4|43/47,"['Anthropology', 'Aging', 'GERONTOLOGY|Q4|43/47']",Taylor & Francis
BALTIC FORESTRY,0.7,FORESTRY|Q3|63/89,"['BALTIC', 'FORESTRY', 'FORESTRY|Q3|63/89']",Lithuanian Research Centre For Agriculture And Forestry
Biosystems Diversity,0.7,ECOLOGY|Q4|171/195,"['Biosystems', 'Diversity', 'ECOLOGY|Q4|171/195']",National Academy Of Sciences Of Ukraine
Case Reports in Womens Health,0.7,OBSTETRICS & GYNECOLOGY|Q4|111/136,"['Case', 'Reports', 'Womens', 'Health', 'OBSTETRICS', 'GYNECOLOGY|Q4|111/136']",Hindawi
CHILDRENS HEALTH CARE,0.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|364/403","['CHILDRENS', 'HEALTH', 'CARE', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q4|364/403']",Taylor & Francis
Comparative Economic Research-Central and Eastern Europe,0.7,ECONOMICS|Q3|446/597,"['Comparative', 'Economic', 'Research-Central', 'Eastern', 'Europe', 'ECONOMICS|Q3|446/597']",Lodz University Press
Counseling and Values,0.7,"PSYCHOLOGY, APPLIED|Q4|99/113","['Counseling', 'Values', 'PSYCHOLOGY', 'APPLIED|Q4|99/113']",American Counseling Association
ELECTRONICS LETTERS,0.7,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q4|308/352","['ELECTRONICS', 'LETTERS', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q4|308/352']",Institution Of Engineering And Technology (Iet)
FIBRES & TEXTILES IN EASTERN EUROPE,0.7,"MATERIALS SCIENCE, TEXTILES|Q3|20/29","['FIBRES', 'TEXTILES', 'EASTERN', 'EUROPE', 'MATERIALS', 'SCIENCE', 'TEXTILES|Q3|20/29']",Institute Of Biopolymers And Chemical Fibres
FORMAL METHODS IN SYSTEM DESIGN,0.7,"COMPUTER SCIENCE, THEORY & METHODS|Q3|104/143","['FORMAL', 'METHODS', 'SYSTEM', 'DESIGN', 'COMPUTER', 'SCIENCE', 'THEORY', 'METHODS|Q3|104/143']",Springer
Geographia Technica,0.7,"GEOGRAPHY, PHYSICAL|Q4|55/65","['Geographia', 'Technica', 'GEOGRAPHY', 'PHYSICAL|Q4|55/65']",Sciendo
International Journal of Gaming and Computer-Mediated Simulations,0.7,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q4|152/169","['International', 'Journal', 'Gaming', 'Computer-Mediated', 'Simulations', 'COMPUTER', 'SCIENCE', 'INTERDISCIPLINARY', 'APPLICATIONS|Q4|152/169']",Igi Global
JOURNAL OF MINING SCIENCE,0.7,MINING & MINERAL PROCESSING|Q4|27/31,"['JOURNAL', 'MINING', 'SCIENCE', 'MINING', 'MINERAL', 'PROCESSING|Q4|27/31']",Springer
Journal of Psychological and Educational Research,0.7,"PSYCHOLOGY, EDUCATIONAL|Q4|66/74","['Journal', 'Psychological', 'Educational', 'Research', 'PSYCHOLOGY', 'EDUCATIONAL|Q4|66/74']",Palacky University
Nase More,0.7,"ENGINEERING, MARINE|Q4|19/25","['Nase', 'More', 'ENGINEERING', 'MARINE|Q4|19/25']",University Of Dubrovnik
NEUROCIRUGIA,0.7,SURGERY|Q4|229/290,"['NEUROCIRUGIA', 'SURGERY|Q4|229/290']",Sociedad Espanola De Neurocirugia
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0.7,"AGRICULTURE, MULTIDISCIPLINARY|Q3|58/89","['PAKISTAN', 'JOURNAL', 'AGRICULTURAL', 'SCIENCES', 'AGRICULTURE', 'MULTIDISCIPLINARY|Q3|58/89']",University Of Agriculture Faisalabad Faculty Of Education
Plastic Surgery,0.7,SURGERY|Q4|229/290,"['Plastic', 'Surgery', 'SURGERY|Q4|229/290']",Hindawi
PSL Quarterly Review,0.7,ECONOMICS|Q3|446/597,"['PSL', 'Quarterly', 'Review', 'ECONOMICS|Q3|446/597']",Psl Quarterly Review
Rural Extension and Innovation Systems Journal,0.7,AGRONOMY|Q3|91/125,"['Rural', 'Extension', 'Innovation', 'Systems', 'Journal', 'AGRONOMY|Q3|91/125']",Universidade Federal De Santa Maria
Russian Journal of Earth Sciences,0.7,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|218/253","['Russian', 'Journal', 'Earth', 'Sciences', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q4|218/253']",Geophysical Center
SEEFOR-South-East European Forestry,0.7,FORESTRY|Q3|63/89,"['SEEFOR-South-East', 'European', 'Forestry', 'FORESTRY|Q3|63/89']",Southeast European Forestry
Strategic Analysis,0.7,INTERNATIONAL RELATIONS|Q3|112/165,"['Strategic', 'Analysis', 'INTERNATIONAL', 'RELATIONS|Q3|112/165']",Routledge
TEHNICKI GLASNIK-TECHNICAL JOURNAL,0.7,"ENGINEERING, MULTIDISCIPLINARY|Q3|125/179","['TEHNICKI', 'GLASNIK-TECHNICAL', 'JOURNAL', 'ENGINEERING', 'MULTIDISCIPLINARY|Q3|125/179']",University Of Rijeka Russian Academy Of Sciences (Gc Ras)
Undersea and Hyperbaric Medicine,0.7,"MEDICINE, RESEARCH & EXPERIMENTAL|Q4|165/189","['Undersea', 'Hyperbaric', 'Medicine', 'MEDICINE', 'RESEARCH', 'EXPERIMENTAL|Q4|165/189']",Undersea And Hyperbaric Medical Society
Urology Annals,0.7,UROLOGY & NEPHROLOGY|Q4|109/126,"['Urology', 'Annals', 'UROLOGY', 'NEPHROLOGY|Q4|109/126']",Medknow Publications
GEOCHEMISTRY INTERNATIONAL,0.7,GEOCHEMISTRY & GEOPHYSICS|Q4|85/101,"['GEOCHEMISTRY', 'INTERNATIONAL', 'GEOCHEMISTRY', 'GEOPHYSICS|Q4|85/101']",Pleiades Publishing Faculty Of Engineering
HEART SURGERY FORUM,0.7,SURGERY|Q4|229/290,"['HEART', 'SURGERY', 'FORUM', 'SURGERY|Q4|229/290']",Cardiothoracic Surgery Network Inc.
Horticultura Brasileira,0.7,HORTICULTURE|Q4|31/38,"['Horticultura', 'Brasileira', 'HORTICULTURE|Q4|31/38']",Sociedade Brasileira De Ciencia Horticola
Image Processing On Line,0.7,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q4|117/131","['Image', 'Processing', 'Line', 'COMPUTER', 'SCIENCE', 'SOFTWARE', 'ENGINEERING|Q4|117/131']",Institut Pascal
Indian Journal of Traditional Knowledge,0.7,PLANT SCIENCES|Q4|224/265,"['Indian', 'Journal', 'Traditional', 'Knowledge', 'PLANT', 'SCIENCES|Q4|224/265']",National Institute Of Science Communication And Information Resources (Niscair)
International Journal of Aviation Aeronautics and Aerospace,0.7,"ENGINEERING, AEROSPACE|Q4|40/52","['International', 'Journal', 'Aviation', 'Aeronautics', 'Aerospace', 'ENGINEERING', 'AEROSPACE|Q4|40/52']",Inderscience Enterprises Ltd
Intersections-Gender and Sexuality in Asia and the Pacific,0.7,WOMENS STUDIES|Q3|44/66,"['Intersections-Gender', 'Sexuality', 'Asia', 'Pacific', 'WOMENS', 'STUDIES|Q3|44/66']",Australian National University
Journal of Agricultural Sciences,0.7,"AGRICULTURE, MULTIDISCIPLINARY|Q3|58/89","['Journal', 'Agricultural', 'Sciences', 'AGRICULTURE', 'MULTIDISCIPLINARY|Q3|58/89']",Bulgarian Academy Of Sciences
Journal of Engineering Science and Technology,0.7,"ENGINEERING, MULTIDISCIPLINARY|Q3|125/179","['Journal', 'Engineering', 'Science', 'Technology', 'ENGINEERING', 'MULTIDISCIPLINARY|Q3|125/179']",Universiti Malaysia Pahang
Journal of Military Veteran and Family Health,0.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|364/403","['Journal', 'Military', 'Veteran', 'Family', 'Health', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q4|364/403']",Taylor & Francis
MARINE TECHNOLOGY SOCIETY JOURNAL,0.7,OCEANOGRAPHY|Q4|59/65,"['MARINE', 'TECHNOLOGY', 'SOCIETY', 'JOURNAL', 'OCEANOGRAPHY|Q4|59/65']",Marine Technology Society
MODELING IDENTIFICATION AND CONTROL,0.7,"COMPUTER SCIENCE, CYBERNETICS|Q4|27/32","['MODELING', 'IDENTIFICATION', 'CONTROL', 'COMPUTER', 'SCIENCE', 'CYBERNETICS|Q4|27/32']",Norwegian Society Of Automatic Control
Neotropical Biology and Conservation,0.7,ZOOLOGY|Q4|138/180,"['Neotropical', 'Biology', 'Conservation', 'ZOOLOGY|Q4|138/180']",Sociedade Brasileira De Zoologia
PESQUISA AGROPECUARIA BRASILEIRA,0.7,"AGRICULTURE, MULTIDISCIPLINARY|Q3|58/89","['PESQUISA', 'AGROPECUARIA', 'BRASILEIRA', 'AGRICULTURE', 'MULTIDISCIPLINARY|Q3|58/89']",Empresa Brasileira De Pesquisa Agropecuaria
Review of Derivatives Research,0.7,ECONOMICS|Q3|446/597,"['Review', 'Derivatives', 'Research', 'ECONOMICS|Q3|446/597']",Taylor & Francis
Revista Iberoamericana de Educacion,0.7,EDUCATION & EDUCATIONAL RESEARCH|Q3|520/756,"['Revista', 'Iberoamericana', 'de', 'Educacion', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q3|520/756']",Organizacion De Estados Iberoamericanos Para La Educacion
Revista Virtual Universidad Catolica del Norte,0.7,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q3|151/263","['Revista', 'Virtual', 'Universidad', 'Catolica', 'del', 'Norte', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q3|151/263']",Universidad Catolica Del Norte Embrapa
STRENGTH OF MATERIALS,0.7,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING|Q4|32/38","['STRENGTH', 'MATERIALS', 'MATERIALS', 'SCIENCE', 'CHARACTERIZATION', 'TESTING|Q4|32/38']",Springer
Deturope-The Central European journal of Regional Development and Tourism,0.7,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q4|111/139","['Deturope-The', 'Central', 'European', 'journal', 'Regional', 'Development', 'Tourism', 'HOSPITALITY', 'LEISURE', 'SPORT', 'TOURISM|Q4|111/139']",Sciendo La Ciencia Y La Cultura (Oei)
EARTH MOON AND PLANETS,0.7,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|218/253","['EARTH', 'MOON', 'PLANETS', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q4|218/253']",Springer
German Journal of Agricultural Economics,0.7,AGRICULTURAL ECONOMICS & POLICY|Q4|33/39,"['German', 'Journal', 'Agricultural', 'Economics', 'AGRICULTURAL', 'ECONOMICS', 'POLICY|Q4|33/39']",German Association Of Agricultural Economists
JCPSP-Journal of the College of Physicians and Surgeons Pakistan,0.7,"MEDICINE, GENERAL & INTERNAL|Q3|207/325","['JCPSP-Journal', 'College', 'Physicians', 'Surgeons', 'Pakistan', 'MEDICINE', 'GENERAL', 'INTERNAL|Q3|207/325']",College Of Physicians And Surgeons Pakistan
Journal of Cases on Information Technology,0.7,"COMPUTER SCIENCE, INFORMATION SYSTEMS|Q4|212/249","['Journal', 'Cases', 'Information', 'Technology', 'COMPUTER', 'SCIENCE', 'INFORMATION', 'SYSTEMS|Q4|212/249']",Igi Global
Journal of Medical Physics,0.7,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q4|177/204","['Journal', 'Medical', 'Physics', 'RADIOLOGY', 'NUCLEAR', 'MEDICINE', 'MEDICAL', 'IMAGING|Q4|177/204']",Wiley
JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,0.7,"ENGINEERING, MULTIDISCIPLINARY|Q3|125/179","['JOURNAL', 'SCIENTIFIC', 'INDUSTRIAL', 'RESEARCH', 'ENGINEERING', 'MULTIDISCIPLINARY|Q3|125/179']",Council Of Scientific & Industrial Research
Journal of Volcanology and Seismology,0.7,GEOCHEMISTRY & GEOPHYSICS|Q4|85/101,"['Journal', 'Volcanology', 'Seismology', 'GEOCHEMISTRY', 'GEOPHYSICS|Q4|85/101']",Springer
Journal of Web Engineering,0.7,"COMPUTER SCIENCE, THEORY & METHODS|Q3|104/143","['Journal', 'Web', 'Engineering', 'COMPUTER', 'SCIENCE', 'THEORY', 'METHODS|Q3|104/143']",Ios Press
LETTERS IN ORGANIC CHEMISTRY,0.7,"CHEMISTRY, ORGANIC|Q4|52/58","['LETTERS', 'ORGANIC', 'CHEMISTRY', 'CHEMISTRY', 'ORGANIC|Q4|52/58']",Taylor & Francis Csir
Pakistan Journal of Pharmaceutical Sciences,0.7,PHARMACOLOGY & PHARMACY|Q4|317/354,"['Pakistan', 'Journal', 'Pharmaceutical', 'Sciences', 'PHARMACOLOGY', 'PHARMACY|Q4|317/354']",University Of Karachi
Pharmacognosy Research,0.7,PHARMACOLOGY & PHARMACY|Q4|317/354,"['Pharmacognosy', 'Research', 'PHARMACOLOGY', 'PHARMACY|Q4|317/354']",Wolters Kluwer Medknow Publications
Physical Oceanography,0.7,OCEANOGRAPHY|Q4|59/65,"['Physical', 'Oceanography', 'OCEANOGRAPHY|Q4|59/65']",American Meteorological Society
POLISH JOURNAL OF PATHOLOGY,0.7,PATHOLOGY|Q4|80/88,"['POLISH', 'JOURNAL', 'PATHOLOGY', 'PATHOLOGY|Q4|80/88']",Polish Academy Of Sciences Faculty Of Pharmacy
Progress in Electromagnetics Research M,0.7,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q4|308/352","['Progress', 'Electromagnetics', 'Research', 'M', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q4|308/352']",Electromagnetics Academy
Revista Mexicana de Ciencias Pecuarias,0.7,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|Q3|59/80","['Revista', 'Mexicana', 'de', 'Ciencias', 'Pecuarias', 'AGRICULTURE', 'DAIRY', 'ANIMAL', 'SCIENCE|Q3|59/80']",Instituto Nacional De Investigaciones Forestales Agricolas Y Pecuarias
Romanian Journal of Acoustics and Vibration,0.7,ACOUSTICS|Q4|35/40,"['Romanian', 'Journal', 'Acoustics', 'Vibration', 'ACOUSTICS|Q4|35/40']",Romanian Academy
Traditional & Kampo Medicine,0.7,PHARMACOLOGY & PHARMACY|Q4|317/354,"['Traditional', 'Kampo', 'Medicine', 'PHARMACOLOGY', 'PHARMACY|Q4|317/354']",Ios Press
Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics,0.7,ECONOMICS|Q3|446/597,"['Zbornik', 'Radova', 'Ekonomskog', 'Fakulteta', 'u', 'Rijeci-Proceedings', 'Rijeka', 'Faculty', 'Economics', 'ECONOMICS|Q3|446/597']",University Of Rijeka
ADANSONIA,0.7,PLANT SCIENCES|Q4|224/265,"['ADANSONIA', 'PLANT', 'SCIENCES|Q4|224/265']",Museum National D'Histoire Naturelle Institute Of Acoustics
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,0.7,PHARMACOLOGY & PHARMACY|Q4|317/354,"['Boletin', 'Latinoamericano', 'y', 'del', 'Caribe', 'de', 'Plantas', 'Medicinales', 'y', 'Aromaticas', 'PHARMACOLOGY', 'PHARMACY|Q4|317/354']",Universidad De Costa Rica
CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,0.7,NUTRITION & DIETETICS|Q4|97/114,"['CANADIAN', 'JOURNAL', 'DIETETIC', 'PRACTICE', 'RESEARCH', 'NUTRITION', 'DIETETICS|Q4|97/114']",College Of Dietitians Of Ontario Faculty Of Economics
Case Reports in Pathology,0.7,PATHOLOGY|Q4|80/88,"['Case', 'Reports', 'Pathology', 'PATHOLOGY|Q4|80/88']",Hindawi
Colombia Medica,0.7,"MEDICINE, GENERAL & INTERNAL|Q3|207/325","['Colombia', 'Medica', 'MEDICINE', 'GENERAL', 'INTERNAL|Q3|207/325']",Universidad Del Valle
DOKLADY EARTH SCIENCES,0.7,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|218/253","['DOKLADY', 'EARTH', 'SCIENCES', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q4|218/253']",Pleiades Publishing
International Journal of Diabetes in Developing Countries,0.7,ENDOCRINOLOGY & METABOLISM|Q4|164/186,"['International', 'Journal', 'Diabetes', 'Developing', 'Countries', 'ENDOCRINOLOGY', 'METABOLISM|Q4|164/186']",Wolters Kluwer Medknow Publications
International Journal of Fluid Power,0.7,"ENGINEERING, MECHANICAL|Q4|160/180","['International', 'Journal', 'Fluid', 'Power', 'ENGINEERING', 'MECHANICAL|Q4|160/180']",Inderscience Enterprises Ltd
International Journal of Migration Health and Social Care,0.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|364/403","['International', 'Journal', 'Migration', 'Health', 'Social', 'Care', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q4|364/403']",Taylor & Francis
International Journal of Psychology and Psychological Therapy,0.7,"PSYCHOLOGY, MULTIDISCIPLINARY|Q4|164/218","['International', 'Journal', 'Psychology', 'Psychological', 'Therapy', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q4|164/218']",Colegio Oficial De Psicologos Del Principado De Asturias
Journal of Applied Corporate Finance,0.7,"BUSINESS, FINANCE|Q4|181/231","['Journal', 'Applied', 'Corporate', 'Finance', 'BUSINESS', 'FINANCE|Q4|181/231']",Morgan Stanley
JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,0.7,NUTRITION & DIETETICS|Q4|97/114,"['JOURNAL', 'NUTRITIONAL', 'SCIENCE', 'VITAMINOLOGY', 'NUTRITION', 'DIETETICS|Q4|97/114']",Center For Academic Publications Japan
Journal of Pharmacy and Bioallied Sciences,0.7,PHARMACOLOGY & PHARMACY|Q4|317/354,"['Journal', 'Pharmacy', 'Bioallied', 'Sciences', 'PHARMACOLOGY', 'PHARMACY|Q4|317/354']",Wolters Kluwer Medknow Publications
JOURNAL OF QUANTITATIVE ECONOMICS,0.7,ECONOMICS|Q3|446/597,"['JOURNAL', 'QUANTITATIVE', 'ECONOMICS', 'ECONOMICS|Q3|446/597']",Springer
Journal of the Southern African Institute of Mining and Metallurgy,0.7,MINING & MINERAL PROCESSING|Q4|27/31,"['Journal', 'Southern', 'African', 'Institute', 'Mining', 'Metallurgy', 'MINING', 'MINERAL', 'PROCESSING|Q4|27/31']",Southern African Institute Of Mining And Metallurgy
Neuropsychological Trends,0.7,PSYCHOLOGY|Q4|80/92,"['Neuropsychological', 'Trends', 'PSYCHOLOGY|Q4|80/92']",Hogrefe Publishing
Notarzt,0.7,EMERGENCY MEDICINE|Q4|44/54,"['Notarzt', 'EMERGENCY', 'MEDICINE|Q4|44/54']",Thieme
Pedagogy of Physical Culture and Sports,0.7,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q4|111/139","['Pedagogy', 'Physical', 'Culture', 'Sports', 'HOSPITALITY', 'LEISURE', 'SPORT', 'TOURISM|Q4|111/139']",Dnipropetrovsk State Institute Of Physical Culture And Sports
Plant Science Today,0.7,PLANT SCIENCES|Q4|224/265,"['Plant', 'Science', 'Today', 'PLANT', 'SCIENCES|Q4|224/265']",Society For Promotion Of Horticulture
Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science,0.7,MULTIDISCIPLINARY SCIENCES|Q3|90/134,"['Proceedings', 'Romanian', 'Academy', 'Series', 'A-Mathematics', 'Physics', 'Technical', 'Sciences', 'Information', 'Science', 'MULTIDISCIPLINARY', 'SCIENCES|Q3|90/134']",Publishing House Of The Romanian Academy
PROGRAMMING AND COMPUTER SOFTWARE,0.7,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q4|117/131","['PROGRAMMING', 'COMPUTER', 'SOFTWARE', 'COMPUTER', 'SCIENCE', 'SOFTWARE', 'ENGINEERING|Q4|117/131']",Pleiades Publishing
Progress in Electromagnetics Research Letters,0.7,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q4|308/352","['Progress', 'Electromagnetics', 'Research', 'Letters', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q4|308/352']",Electromagnetics Academy
RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,0.7,INFORMATION SCIENCE & LIBRARY SCIENCE|Q3|104/160,"['RESTAURATOR-INTERNATIONAL', 'JOURNAL', 'PRESERVATION', 'LIBRARY', 'ARCHIVAL', 'MATERIAL', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q3|104/160']",Taylor & Francis
Revista Espanola de Orientacion y Psicopedagogia,0.7,"PSYCHOLOGY, APPLIED|Q4|99/113","['Revista', 'Espanola', 'de', 'Orientacion', 'y', 'Psicopedagogia', 'PSYCHOLOGY', 'APPLIED|Q4|99/113']",Not Available
Tekstilec,0.7,"MATERIALS SCIENCE, TEXTILES|Q3|20/29","['Tekstilec', 'MATERIALS', 'SCIENCE', 'TEXTILES|Q3|20/29']",Instytut Wlokiennictwa
Acta Botanica Mexicana,0.7,PLANT SCIENCES|Q4|224/265,"['Acta', 'Botanica', 'Mexicana', 'PLANT', 'SCIENCES|Q4|224/265']",Instituto De Ecologia
Acta Colombiana de Psicologia,0.7,"PSYCHOLOGY, CLINICAL|Q4|152/180","['Acta', 'Colombiana', 'de', 'Psicologia', 'PSYCHOLOGY', 'CLINICAL|Q4|152/180']",Universidad Catolica De Colombia
African Journal of Reproductive Health,0.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|364/403","['African', 'Journal', 'Reproductive', 'Health', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q4|364/403']",Women'S Health And Action Research Centre (Wharc)
