Name,JIF,Category,Keywords,Publisher,Decsion Time
Journal of Physical Studies,0.7,"PHYSICS, MULTIDISCIPLINARY|Q3|81/110","['Journal', 'Physical', 'Studies', 'PHYSICS', 'MULTIDISCIPLINARY|Q3|81/110']",Physical Society Of Taiwan,90
Journal of Sustainable Mining,0.7,MINING & MINERAL PROCESSING|Q4|27/31,"['Journal', 'Sustainable', 'Mining', 'MINING', 'MINERAL', 'PROCESSING|Q4|27/31']",Taylor & Francis,30
Minerva Biotechnology and Biomolecular Research,0.7,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q4|168/174,"['Minerva', 'Biotechnology', 'Biomolecular', 'Research', 'BIOTECHNOLOGY', 'APPLIED', 'MICROBIOLOGY|Q4|168/174']",Minerva Medica Metallurgy And Petroleum (Cim),30
Polish Journal of Chemical Technology,0.7,"ENGINEERING, CHEMICAL|Q4|146/170","['Polish', 'Journal', 'Chemical', 'Technology', 'ENGINEERING', 'CHEMICAL|Q4|146/170']",Silesian University Of Technology,30
Ukrainian Food Journal,0.7,FOOD SCIENCE & TECHNOLOGY|Q4|152/173,"['Ukrainian', 'Food', 'Journal', 'FOOD', 'SCIENCE', 'TECHNOLOGY|Q4|152/173']",Odessa National Academy Of Food Technologies,30
VERHALTENSTHERAPIE,0.7,"PSYCHOLOGY, CLINICAL|Q4|152/180","['VERHALTENSTHERAPIE', 'PSYCHOLOGY', 'CLINICAL|Q4|152/180']",S. Karger Ag,21
ARCHIVOS DE CARDIOLOGIA DE MEXICO,0.7,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|187/220,"['ARCHIVOS', 'DE', 'CARDIOLOGIA', 'DE', 'MEXICO', 'CARDIAC', 'CARDIOVASCULAR', 'SYSTEMS|Q4|187/220']",Instituto Nacional De Cardiologia Ignacio Chavez,30
Bridge Structures,0.7,CONSTRUCTION & BUILDING TECHNOLOGY|Q4|76/91,"['Bridge', 'Structures', 'CONSTRUCTION', 'BUILDING', 'TECHNOLOGY|Q4|76/91']",Taylor & Francis,30
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,0.7,"CHEMISTRY, MULTIDISCIPLINARY|Q4|192/230","['CHEMICAL', 'JOURNAL', 'CHINESE', 'UNIVERSITIES-CHINESE', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q4|192/230']",Higher Education Press,60
Foundation Review,0.7,SOCIAL ISSUES|Q3|47/67,"['Foundation', 'Review', 'SOCIAL', 'ISSUES|Q3|47/67']",Foundation Center,30
Interfacial Phenomena and Heat Transfer,0.7,THERMODYNAMICS|Q4|69/76,"['Interfacial', 'Phenomena', 'Heat', 'Transfer', 'THERMODYNAMICS|Q4|69/76']",Begell House Inc.,60
Journal of Advanced Computational Intelligence and Intelligent Informatics,0.7,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|Q4|178/197","['Journal', 'Advanced', 'Computational', 'Intelligence', 'Intelligent', 'Informatics', 'COMPUTER', 'SCIENCE', 'ARTIFICIAL', 'INTELLIGENCE|Q4|178/197']",Fuji Technology Press Ltd,60
Journal of the Korean Society of Combustion,0.7,"ENGINEERING, MECHANICAL|Q4|160/180","['Journal', 'Korean', 'Society', 'Combustion', 'ENGINEERING', 'MECHANICAL|Q4|160/180']",Korean Society Of Combustion,90
Malaysian Journal of Soil Science,0.7,SOIL SCIENCE|Q4|45/49,"['Malaysian', 'Journal', 'Soil', 'Science', 'SOIL', 'SCIENCE|Q4|45/49']",Malaysian Society Of Soil Science,90
Nordic Concrete Research,0.7,CONSTRUCTION & BUILDING TECHNOLOGY|Q4|76/91,"['Nordic', 'Concrete', 'Research', 'CONSTRUCTION', 'BUILDING', 'TECHNOLOGY|Q4|76/91']",Nordic Concrete Federation,60
Nusantara Bioscience,0.7,BIOLOGY|Q4|87/109,"['Nusantara', 'Bioscience', 'BIOLOGY|Q4|87/109']",Universitas Gadjah Mada,30
Ocean Yearbook,0.7,ENVIRONMENTAL STUDIES|Q4|164/182,"['Ocean', 'Yearbook', 'ENVIRONMENTAL', 'STUDIES|Q4|164/182']",Brill,30
TransNav-International Journal on Marine Navigation and Safety of Sea Transportation,0.7,TRANSPORTATION SCIENCE & TECHNOLOGY|Q4|61/72,"['TransNav-International', 'Journal', 'Marine', 'Navigation', 'Safety', 'Sea', 'Transportation', 'TRANSPORTATION', 'SCIENCE', 'TECHNOLOGY|Q4|61/72']",Gdansk University Of Technology,30
AIMS Molecular Science,0.7,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q4|303/313,"['AIMS', 'Molecular', 'Science', 'BIOCHEMISTRY', 'MOLECULAR', 'BIOLOGY|Q4|303/313']",Aims Press,30
Catalysis in Industry,0.7,"ENGINEERING, CHEMICAL|Q4|146/170","['Catalysis', 'Industry', 'ENGINEERING', 'CHEMICAL|Q4|146/170']",Springer,30
Indonesian Journal of Pharmacy,0.7,PHARMACOLOGY & PHARMACY|Q4|317/354,"['Indonesian', 'Journal', 'Pharmacy', 'PHARMACOLOGY', 'PHARMACY|Q4|317/354']",Universitas Indonesia Faculty Of Navigation,30
Journal of Cotton Science,0.7,AGRICULTURAL ENGINEERING|Q4|17/20,"['Journal', 'Cotton', 'Science', 'AGRICULTURAL', 'ENGINEERING|Q4|17/20']",National Cotton Council Of America,30
Moscow University Chemistry Bulletin,0.7,"CHEMISTRY, MULTIDISCIPLINARY|Q4|192/230","['Moscow', 'University', 'Chemistry', 'Bulletin', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q4|192/230']",Moscow State University,30
Neural Network World,0.7,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|Q4|178/197","['Neural', 'Network', 'World', 'COMPUTER', 'SCIENCE', 'ARTIFICIAL', 'INTELLIGENCE|Q4|178/197']",Institute Of Computer Science As Cr Faculty Of Pharmacy,60
Postepy Psychiatrii i Neurologii,0.7,PSYCHIATRY|Q4|238/276,"['Postepy', 'Psychiatrii', 'i', 'Neurologii', 'PSYCHIATRY|Q4|238/276']",Termedia Publishing House,30
Russian Journal of Physical Chemistry A,0.7,"CHEMISTRY, PHYSICAL|Q4|174/178","['Russian', 'Journal', 'Physical', 'Chemistry', 'CHEMISTRY', 'PHYSICAL|Q4|174/178']",Pleiades Publishing,45
Socialist Studies,0.7,POLITICAL SCIENCE|Q3|221/317,"['Socialist', 'Studies', 'POLITICAL', 'SCIENCE|Q3|221/317']",Centre For Socialist Studies,60
Theoretical and Applied Mechanics,0.7,MECHANICS|Q4|151/170,"['Theoretical', 'Applied', 'Mechanics', 'MECHANICS|Q4|151/170']",Serbian Society Of Mechanics,30
Theoretical and Experimental Chemistry,0.7,"CHEMISTRY, MULTIDISCIPLINARY|Q4|192/230","['Theoretical', 'Experimental', 'Chemistry', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q4|192/230']",Springer,30
THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,0.7,"ENGINEERING, CHEMICAL|Q4|146/170","['THEORETICAL', 'FOUNDATIONS', 'CHEMICAL', 'ENGINEERING', 'ENGINEERING', 'CHEMICAL|Q4|146/170']",Springer,30
Operations Research and Decisions,0.7,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q4|99/106,"['Operations', 'Research', 'Decisions', 'OPERATIONS', 'RESEARCH', 'MANAGEMENT', 'SCIENCE|Q4|99/106']",Wroclaw University Of Science And Technology,30
Orbital-The Electronic Journal of Chemistry,0.7,"CHEMISTRY, MULTIDISCIPLINARY|Q4|192/230","['Orbital-The', 'Electronic', 'Journal', 'Chemistry', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q4|192/230']",Universidad Nacional Autonoma De Mexico,30
Diabetes Mellitus,0.7,ENDOCRINOLOGY & METABOLISM|Q4|164/186,"['Diabetes', 'Mellitus', 'ENDOCRINOLOGY', 'METABOLISM|Q4|164/186']",Thieme,30
HIGH TEMPERATURE MATERIAL PROCESSES,0.7,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|399/438","['HIGH', 'TEMPERATURE', 'MATERIAL', 'PROCESSES', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q4|399/438']",Maney Publishing,60
Imaging,0.7,"MEDICINE, GENERAL & INTERNAL|Q3|207/325","['Imaging', 'MEDICINE', 'GENERAL', 'INTERNAL|Q3|207/325']",Hindawi,30
International Journal of Nanoelectronics and Materials,0.7,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|399/438","['International', 'Journal', 'Nanoelectronics', 'Materials', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q4|399/438']",University Of Malaya,60
Interface-Comunicacao Saude Educacao,0.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|364/403","['Interface-Comunicacao', 'Saude', 'Educacao', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q4|364/403']",Universidade Federal De Goias,30
Technology and Innovation,0.7,MULTIDISCIPLINARY SCIENCES|Q3|90/134,"['Technology', 'Innovation', 'MULTIDISCIPLINARY', 'SCIENCES|Q3|90/134']",Taylor & Francis,30
CROATICA CHEMICA ACTA,0.7,"CHEMISTRY, MULTIDISCIPLINARY|Q4|192/230","['CROATICA', 'CHEMICA', 'ACTA', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q4|192/230']",Croatian Chemical Society,45
PSYCHOLOGIST,0.7,"PSYCHOLOGY, MULTIDISCIPLINARY|Q4|164/218","['PSYCHOLOGIST', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q4|164/218']",British Psychological Society,30
BiD-Textos Universitaris de Biblioteconomia i Documentacio,0.7,INFORMATION SCIENCE & LIBRARY SCIENCE|Q3|104/160,"['BiD-Textos', 'Universitaris', 'de', 'Biblioteconomia', 'i', 'Documentacio', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q3|104/160']",Universitat De Barcelona,30
APERTURE,0.7,ART|N/A|N/A,"['APERTURE', 'ART|N/A|N/A']",Aperture Foundation,30
Celestinesca,0.6,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['Celestinesca', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Celestine Institute,90
AMERICAN JOURNAL OF PHILOLOGY,0.6,CLASSICS|N/A|N/A,"['AMERICAN', 'JOURNAL', 'PHILOLOGY', 'CLASSICS|N/A|N/A']",Johns Hopkins University Press,60
Journal of Literary Theory,0.6,LITERARY THEORY & CRITICISM|N/A|N/A,"['Journal', 'Literary', 'Theory', 'LITERARY', 'THEORY', 'CRITICISM|N/A|N/A']",Cornell University Press,60
Shaw-The Journal of Bernard Shaw Studies,0.6,THEATER|N/A|N/A,"['Shaw-The', 'Journal', 'Bernard', 'Shaw', 'Studies', 'THEATER|N/A|N/A']",Penn State University Press,60
AMERICAN LITERARY HISTORY,0.6,"LITERATURE, AMERICAN|N/A|N/A","['AMERICAN', 'LITERARY', 'HISTORY', 'LITERATURE', 'AMERICAN|N/A|N/A']",Oxford University Press,30
JOURNAL OF SOCIAL HISTORY,0.6,HISTORY|Q1|57/518,"['JOURNAL', 'SOCIAL', 'HISTORY', 'HISTORY|Q1|57/518']",Taylor & Francis,30
Contemporary British History,0.6,HISTORY|Q1|57/518,"['Contemporary', 'British', 'History', 'HISTORY|Q1|57/518']",Taylor & Francis,30
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,0.6,HISTORY|Q1|57/518,"['JOURNAL', 'IMPERIAL', 'COMMONWEALTH', 'HISTORY', 'HISTORY|Q1|57/518']",Taylor & Francis,30
Journal of Chinese History,0.6,HISTORY|Q1|57/518,"['Journal', 'Chinese', 'History', 'HISTORY|Q1|57/518']",Cambridge University Press,60
MONIST,0.6,PHILOSOPHY|N/A|N/A,"['MONIST', 'PHILOSOPHY|N/A|N/A']",Open Court Publishing Company,30
AUSTRALIAN HISTORICAL STUDIES,0.6,HISTORY|Q1|57/518,"['AUSTRALIAN', 'HISTORICAL', 'STUDIES', 'HISTORY|Q1|57/518']",Taylor & Francis,60
Dickens Studies Annual,0.6,"LITERATURE, BRITISH ISLES|N/A|N/A","['Dickens', 'Studies', 'Annual', 'LITERATURE', 'BRITISH', 'ISLES|N/A|N/A']",Penn State University Press,90
ENGLISH LITERARY RENAISSANCE,0.6,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['ENGLISH', 'LITERARY', 'RENAISSANCE', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",University Of Chicago Press,30
Journal of Legal History,0.6,HISTORY|Q1|57/518,"['Journal', 'Legal', 'History', 'HISTORY|Q1|57/518']",Taylor & Francis,30
HAHR-Hispanic American Historical Review,0.6,HISTORY|Q1|57/518,"['HAHR-Hispanic', 'American', 'Historical', 'Review', 'HISTORY|Q1|57/518']",Duke University Press,90
International Journal of Conservation Science,0.6,ART|N/A|N/A,"['International', 'Journal', 'Conservation', 'Science', 'ART|N/A|N/A']",Sage Publications,60
HISTORY,0.6,HISTORY|Q1|57/518,"['HISTORY', 'HISTORY|Q1|57/518']",Wiley,60
Forum for World Literature Studies,0.6,LITERATURE|N/A|N/A,"['Forum', 'World', 'Literature', 'Studies', 'LITERATURE|N/A|N/A']",Springer,30
VICTORIAN LITERATURE AND CULTURE,0.6,LITERATURE|N/A|N/A,"['VICTORIAN', 'LITERATURE', 'CULTURE', 'LITERATURE|N/A|N/A']",Johns Hopkins University Press,30
AGRICULTURAL HISTORY REVIEW,0.6,HISTORY|Q1|57/518,"['AGRICULTURAL', 'HISTORY', 'REVIEW', 'HISTORY|Q1|57/518']",Taylor & Francis,90
LATE IMPERIAL CHINA,0.6,HISTORY|Q1|57/518,"['LATE', 'IMPERIAL', 'CHINA', 'HISTORY|Q1|57/518']",Taylor & Francis,30
JOURNAL OF MODERN ITALIAN STUDIES,0.6,HISTORY|Q1|57/518,"['JOURNAL', 'MODERN', 'ITALIAN', 'STUDIES', 'HISTORY|Q1|57/518']",Taylor & Francis,30
British Journal of Middle Eastern Studies,0.6,HISTORY|Q1|57/518,"['British', 'Journal', 'Middle', 'Eastern', 'Studies', 'HISTORY|Q1|57/518']",Taylor & Francis,30
Journal of Law and Religion,0.6,RELIGION|N/A|N/A,"['Journal', 'Law', 'Religion', 'RELIGION|N/A|N/A']",Taylor & Francis,30
Alabe-Revista de Investigacion sobre Lectura y Escritura,0.6,LITERATURE|N/A|N/A,"['Alabe-Revista', 'de', 'Investigacion', 'sobre', 'Lectura', 'y', 'Escritura', 'LITERATURE|N/A|N/A']",Universidad De Cadiz,30
HISTORICAL RESEARCH,0.6,HISTORY|Q1|57/518,"['HISTORICAL', 'RESEARCH', 'HISTORY|Q1|57/518']",Wiley,30
AMERICAN LITERATURE,0.6,"LITERATURE, AMERICAN|N/A|N/A","['AMERICAN', 'LITERATURE', 'LITERATURE', 'AMERICAN|N/A|N/A']",Duke University Press,30
Contemporary Buddhism,0.6,RELIGION|N/A|N/A,"['Contemporary', 'Buddhism', 'RELIGION|N/A|N/A']",Taylor & Francis,30
Ibsen Studies,0.6,THEATER|N/A|N/A,"['Ibsen', 'Studies', 'THEATER|N/A|N/A']",Taylor & Francis,60
SOCIAL HISTORY OF MEDICINE,0.6,HISTORY & PHILOSOPHY OF SCIENCE|Q2|51/104,"['SOCIAL', 'HISTORY', 'MEDICINE', 'HISTORY', 'PHILOSOPHY', 'SCIENCE|Q2|51/104']",Oxford University Press,60
AMERICAS,0.6,HISTORY|Q1|57/518,"['AMERICAS', 'HISTORY|Q1|57/518']",Cambridge University Press,30
International Journal of Taiwan Studies,0.6,ASIAN STUDIES|N/A|N/A,"['International', 'Journal', 'Taiwan', 'Studies', 'ASIAN', 'STUDIES|N/A|N/A']",Taylor & Francis,60
Journal of Global Slavery,0.6,HISTORY|Q1|57/518,"['Journal', 'Global', 'Slavery', 'HISTORY|Q1|57/518']",Taylor & Francis,90
THEOLOGICAL STUDIES,0.6,RELIGION|N/A|N/A,"['THEOLOGICAL', 'STUDIES', 'RELIGION|N/A|N/A']",Johns Hopkins University Press,30
History and Anthropology,0.6,HISTORY|Q1|57/518,"['History', 'Anthropology', 'HISTORY|Q1|57/518']",Taylor & Francis,45
TULSA STUDIES IN WOMENS LITERATURE,0.6,LITERATURE|N/A|N/A,"['TULSA', 'STUDIES', 'WOMENS', 'LITERATURE', 'LITERATURE|N/A|N/A']",University Of Tulsa,90
JOURNAL OF BIBLICAL LITERATURE,0.6,RELIGION|N/A|N/A,"['JOURNAL', 'BIBLICAL', 'LITERATURE', 'RELIGION|N/A|N/A']",Society Of Biblical Literature,60
RUSSIAN REVIEW,0.6,HISTORY|Q1|57/518,"['RUSSIAN', 'REVIEW', 'HISTORY|Q1|57/518']",Wiley,60
Revista de Historia Economica,0.6,HISTORY OF SOCIAL SCIENCES|Q3|22/42,"['Revista', 'de', 'Historia', 'Economica', 'HISTORY', 'SOCIAL', 'SCIENCES|Q3|22/42']",Universitat De Barcelona,90
Indonesian Journal of Islam and Muslim Societies,0.6,RELIGION|N/A|N/A,"['Indonesian', 'Journal', 'Islam', 'Muslim', 'Societies', 'RELIGION|N/A|N/A']",Taylor & Francis,30
Muzeologia a Kulturne Dedicstvo-Museology and Cultural Heritage,0.6,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Muzeologia', 'Kulturne', 'Dedicstvo-Museology', 'Cultural', 'Heritage', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Comenius University In Bratislava,30
Psychomusicology,0.6,"PSYCHOLOGY, EXPERIMENTAL|Q4|98/99","['Psychomusicology', 'PSYCHOLOGY', 'EXPERIMENTAL|Q4|98/99']",American Psychological Association (Apa),60
JOURNAL OF THE HISTORY OF IDEAS,0.6,PHILOSOPHY|N/A|N/A,"['JOURNAL', 'HISTORY', 'IDEAS', 'PHILOSOPHY|N/A|N/A']",University Of Pennsylvania Press,30
Small Axe,0.6,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Small', 'Axe', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Duke University Press,60
ETHNOMUSICOLOGY,0.6,MUSIC|N/A|N/A,"['ETHNOMUSICOLOGY', 'MUSIC|N/A|N/A']",Society For Ethnomusicology,60
South Asia Research,0.6,ASIAN STUDIES|N/A|N/A,"['South', 'Asia', 'Research', 'ASIAN', 'STUDIES|N/A|N/A']",Taylor & Francis,60
Text and Performance Quarterly,0.6,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Text', 'Performance', 'Quarterly', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Taylor & Francis,60
TOUNG PAO,0.6,ASIAN STUDIES|N/A|N/A,"['TOUNG', 'PAO', 'ASIAN', 'STUDIES|N/A|N/A']",Brill,90
Information & Culture,0.6,INFORMATION SCIENCE & LIBRARY SCIENCE|Q3|109/160,"['Information', 'Culture', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q3|109/160']",Johns Hopkins University Press,60
International Journal of Cultural Property,0.6,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['International', 'Journal', 'Cultural', 'Property', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Taylor & Francis,30
Currents in Biblical Research,0.6,RELIGION|N/A|N/A,"['Currents', 'Biblical', 'Research', 'RELIGION|N/A|N/A']",Sage Publications,30
JOURNAL OF SOCIAL WELFARE AND FAMILY LAW,0.6,LAW|Q2|186/421,"['JOURNAL', 'SOCIAL', 'WELFARE', 'FAMILY', 'LAW', 'LAW|Q2|186/421']",Jordan Publishing,30
ENVIRONMENTAL HISTORY,0.6,HISTORY|Q1|57/518,"['ENVIRONMENTAL', 'HISTORY', 'HISTORY|Q1|57/518']",Oxford University Press,30
Journal for the Study of Judaism,0.6,RELIGION|N/A|N/A,"['Journal', 'Study', 'Judaism', 'RELIGION|N/A|N/A']",Taylor & Francis,50
Philosophies,0.6,PHILOSOPHY|N/A|N/A,"['Philosophies', 'PHILOSOPHY|N/A|N/A']",Mdpi,20
Legal Issues of Economic Integration,0.6,LAW|Q2|186/421,"['Legal', 'Issues', 'Economic', 'Integration', 'LAW|Q2|186/421']",Martinus Nijhoff Publishers,30
JOURNAL OF NEAR EASTERN STUDIES,0.6,ASIAN STUDIES|N/A|N/A,"['JOURNAL', 'NEAR', 'EASTERN', 'STUDIES', 'ASIAN', 'STUDIES|N/A|N/A']",University Of Chicago Press,60
Palestine Exploration Quarterly,0.6,HISTORY|Q1|57/518,"['Palestine', 'Exploration', 'Quarterly', 'HISTORY|Q1|57/518']",Taylor & Francis,90
Philosophical Issues,0.6,PHILOSOPHY|N/A|N/A,"['Philosophical', 'Issues', 'PHILOSOPHY|N/A|N/A']",Wiley,90
Diplomatica,0.6,INTERNATIONAL RELATIONS|Q3|119/165,"['Diplomatica', 'INTERNATIONAL', 'RELATIONS|Q3|119/165']",Italian Society For International Organization,60
Journal of Music Technology & Education,0.6,MUSIC|N/A|N/A,"['Journal', 'Music', 'Technology', 'Education', 'MUSIC|N/A|N/A']",Taylor & Francis,60
Scripta Theologica,0.6,RELIGION|N/A|N/A,"['Scripta', 'Theologica', 'RELIGION|N/A|N/A']",Universidad De Navarra,30
PSYCHOANALYTIC DIALOGUES,0.6,"PSYCHOLOGY, PSYCHOANALYSIS|Q2|9/21","['PSYCHOANALYTIC', 'DIALOGUES', 'PSYCHOLOGY', 'PSYCHOANALYSIS|Q2|9/21']",Taylor & Francis,60
Ratio,0.6,PHILOSOPHY|N/A|N/A,"['Ratio', 'PHILOSOPHY|N/A|N/A']",Wiley,30
Studia Logica,0.6,PHILOSOPHY|N/A|N/A,"['Studia', 'Logica', 'PHILOSOPHY|N/A|N/A']",Springer,90
Journal of Iberian and Latin American Studies,0.6,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Journal', 'Iberian', 'Latin', 'American', 'Studies', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Taylor & Francis,30
Journal of Sufi Studies,0.6,RELIGION|N/A|N/A,"['Journal', 'Sufi', 'Studies', 'RELIGION|N/A|N/A']",Equinox Publishing,90
Dolomites Research Notes on Approximation,0.6,MATHEMATICS|Q3|263/489,"['Dolomites', 'Research', 'Notes', 'Approximation', 'MATHEMATICS|Q3|263/489']",University Of Padova,30
Comparative Legal History,0.6,LAW|Q2|186/421,"['Comparative', 'Legal', 'History', 'LAW|Q2|186/421']",Cambridge University Press,30
International Journal of Intangible Heritage,0.6,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['International', 'Journal', 'Intangible', 'Heritage', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Taylor & Francis,90
Landscape Architecture Frontiers,0.6,ARCHITECTURE|N/A|N/A,"['Landscape', 'Architecture', 'Frontiers', 'ARCHITECTURE|N/A|N/A']",Taylor & Francis,30
Praehistorische Zeitschrift,0.6,ARCHAEOLOGY|N/A|N/A,"['Praehistorische', 'Zeitschrift', 'ARCHAEOLOGY|N/A|N/A']",De Gruyter,60
Computational Methods and Function Theory,0.6,"MATHEMATICS, APPLIED|Q4|256/331","['Computational', 'Methods', 'Function', 'Theory', 'MATHEMATICS', 'APPLIED|Q4|256/331']",De Gruyter,30
GEMA Online Journal of Language Studies,0.6,LANGUAGE & LINGUISTICS|N/A|N/A,"['GEMA', 'Online', 'Journal', 'Language', 'Studies', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universiti Kebangsaan Malaysia Press,30
International Journal of Law in Context,0.6,LAW|Q2|186/421,"['International', 'Journal', 'Law', 'Context', 'LAW|Q2|186/421']",Cambridge University Press,30
Journal of Religion in Japan,0.6,RELIGION|N/A|N/A,"['Journal', 'Religion', 'Japan', 'RELIGION|N/A|N/A']",Taylor & Francis,60
Logic and Logical Philosophy,0.6,PHILOSOPHY|N/A|N/A,"['Logic', 'Logical', 'Philosophy', 'PHILOSOPHY|N/A|N/A']",Nicolaus Copernicus University,30
Theology and Science,0.6,RELIGION|N/A|N/A,"['Theology', 'Science', 'RELIGION|N/A|N/A']",Taylor & Francis,30
Analytic Philosophy,0.6,PHILOSOPHY|N/A|N/A,"['Analytic', 'Philosophy', 'PHILOSOPHY|N/A|N/A']",Sage,30
Digest of Middle East Studies,0.6,AREA STUDIES|Q2|87/176,"['Digest', 'Middle', 'East', 'Studies', 'AREA', 'STUDIES|Q2|87/176']",Wiley,30
Empirical Musicology Review,0.6,MUSIC|N/A|N/A,"['Empirical', 'Musicology', 'Review', 'MUSIC|N/A|N/A']",University Of California,30
Arab World English Journal,0.6,LANGUAGE & LINGUISTICS|N/A|N/A,"['Arab', 'World', 'English', 'Journal', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Arab World English Journal,30
PHILOSOPHY OF THE SOCIAL SCIENCES,0.6,PHILOSOPHY|N/A|N/A,"['PHILOSOPHY', 'SOCIAL', 'SCIENCES', 'PHILOSOPHY|N/A|N/A']",Sage Publications,45
Journal of Architecture,0.6,ARCHITECTURE|N/A|N/A,"['Journal', 'Architecture', 'ARCHITECTURE|N/A|N/A']",Taylor & Francis,60
Journal of Architecture and Urbanism,0.6,ARCHITECTURE|N/A|N/A,"['Journal', 'Architecture', 'Urbanism', 'ARCHITECTURE|N/A|N/A']",University Of Ljubljana,30
Studies in World Christianity,0.6,RELIGION|N/A|N/A,"['Studies', 'World', 'Christianity', 'RELIGION|N/A|N/A']",Edinburgh University Press,30
AMERICAN BANKRUPTCY LAW JOURNAL,0.6,LAW|Q2|186/421,"['AMERICAN', 'BANKRUPTCY', 'LAW', 'JOURNAL', 'LAW|Q2|186/421']",American Bankruptcy Institute,120
International Review of the Red Cross,0.6,LAW|Q2|186/421,"['International', 'Review', 'Red', 'Cross', 'LAW|Q2|186/421']",International Committee Of The Red Cross Faculty Of Architecture,60
LOGIC JOURNAL OF THE IGPL,0.6,"MATHEMATICS, APPLIED|Q4|256/331","['LOGIC', 'JOURNAL', 'IGPL', 'MATHEMATICS', 'APPLIED|Q4|256/331']",Oxford University Press,30
PHILOSOPHY & SOCIAL CRITICISM,0.6,PHILOSOPHY|N/A|N/A,"['PHILOSOPHY', 'SOCIAL', 'CRITICISM', 'PHILOSOPHY|N/A|N/A']",Sage Publications,30
Cambridge International Law Journal,0.6,LAW|Q2|186/421,"['Cambridge', 'International', 'Law', 'Journal', 'LAW|Q2|186/421']",Cambridge University Press,30
Celebrity Studies,0.6,CULTURAL STUDIES|Q3|34/59,"['Celebrity', 'Studies', 'CULTURAL', 'STUDIES|Q3|34/59']",Taylor & Francis,30
Journal of Antitrust Enforcement,0.6,LAW|Q2|186/421,"['Journal', 'Antitrust', 'Enforcement', 'LAW|Q2|186/421']",Oxford University Press,30
Opuscula-Annual of the Swedish Institutes at Athens and Rome,0.6,ARCHAEOLOGY|N/A|N/A,"['Opuscula-Annual', 'Swedish', 'Institutes', 'Athens', 'Rome', 'ARCHAEOLOGY|N/A|N/A']",Swedish Institute At Athens,30
3L-Language Linguistics Literature-The Southeast Asian Journal of English Language Studies,0.6,LANGUAGE & LINGUISTICS|N/A|N/A,"['3L-Language', 'Linguistics', 'Literature-The', 'Southeast', 'Asian', 'Journal', 'English', 'Language', 'Studies', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universiti Kebangsaan Malaysia Press,60
Ecclesiastical Law Journal,0.6,RELIGION|N/A|N/A,"['Ecclesiastical', 'Law', 'Journal', 'RELIGION|N/A|N/A']",Cambridge University Press,30
HARVARD JOURNAL OF LAW AND PUBLIC POLICY,0.6,LAW|Q2|186/421,"['HARVARD', 'JOURNAL', 'LAW', 'PUBLIC', 'POLICY', 'LAW|Q2|186/421']",Harvard University,30
